Resp_individually_all.csv,LpcResp_alpha0.2_all.csv,LpcResp_alpha0.2_min10-20.csv,LpcResp_alpha0.2_min10-25.csv,LpcResp_alpha0.4_all.csv,LpcResp_alpha0.4_min10-20.csv,LpcResp_alpha0.4_min10-25.csv,LpcResp_alpha0.6_all.csv,LpcResp_alpha0.6_min10-20.csv,LpcResp_alpha0.6_min10-25.csv,Date,SDR_pos,RUN,tank,Day,Treat1_Treat2,Init.treat,Sec.treat,EXP.numb,ID
0.287525242,0.05168004,0.258605466,0.273137292,0.024034598,0.258605466,0.278699032,0.131434001,0.259990726,0.27900214,20180724,B6,2,H3_B,10,Low_Low,Low,NA,EXP1,96
0.307239308,0.307239308,0.139490299,0.156232555,0.257895984,0.139490299,0.171669655,0.252792291,0.130709781,0.221991315,20180807,A1,1,H0_T,0,Low_Ambient,Low,Ambient,EXP2,97
0.257782279,0.314702423,0.125051533,0.14105716,0.17259355,0.125051533,0.172750996,0.156288942,0.133593283,0.190849611,20180807,A2,1,H0_T,0,Low_Ambient,Low,Ambient,EXP2,98
0.243086062,0.243086062,0.220948412,0.213336141,0.25231357,0.222080451,0.22734851,0.269130737,0.21411031,0.228206213,20180807,A3,1,H0_T,0,Low_Ambient,Low,Ambient,EXP2,99
0.231597983,0.231597983,0.050081134,0.190790786,0.226218722,0.053243867,0.181064344,0.198925584,0.070021964,0.185126214,20180807,A4,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,100
0.232068189,0.232068189,0.116640606,0.165194305,0.217396599,0.464292948,0.199791826,0.203100347,0.464574476,0.203832459,20180807,A5,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,101
0.286274049,0.286274049,0.374152785,0.408217488,0.281050011,0.378841889,0.401462039,0.318823955,0.37911673,0.4054067,20180807,A6,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,102
0.094342774,0.084908497,0.003274606,0.046234239,0.079495899,-0.001303979,0.037842858,0.062961878,-0.001113049,0.032103512,20180807,B1,1,H0_B,0,Low_Low,Low,Low,EXP2,103
0.206174857,0.206174857,0.104837973,0.175446196,0.195291836,0.119715075,0.166804592,0.178182126,0.119911699,0.160894104,20180807,B2,1,H0_B,0,Low_Low,Low,Low,EXP2,104
0.195729035,0.195729035,0.196493219,0.264747152,0.331360715,0.210602259,0.255160474,0.231001249,0.209397516,0.234645506,20180807,B3,1,H0_B,0,Low_Low,Low,Low,EXP2,105
0.441500959,0.441500959,0.420887448,0.354606619,0.440987948,0.42603607,0.407113069,0.4263749,0.422591702,0.414665078,20180807,B4,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,106
0.366049343,0.242233494,0.37419866,0.292091615,0.365539027,0.502362169,0.278154714,0.394952717,0.498935893,0.543087871,20180807,B5,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,107
0.486754752,0.486754752,0.618983116,0.428038522,0.486277078,0.523257119,0.41463357,0.462236365,0.44441575,0.425209172,20180807,B6,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,108
0.358444499,0.525078546,0.286657352,0.296879361,0.358871726,0.28464907,0.340831992,0.423133686,0.297975221,0.34115035,20180807,A1,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,109
0.422910878,0.422910878,0.382573527,0.392676621,0.423383113,0.380588608,0.411885427,0.4932789,0.38408308,0.412200082,20180807,A2,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,110
0.297682117,0.278334339,0.276832019,0.261557544,0.286511763,0.283965428,0.27121486,0.329731554,0.287486692,0.271531928,20180807,A3,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,111
0.053162313,0.053162313,0.019740311,0.072962282,0.056529406,0.022998726,0.062574009,0.170135704,0.063622793,0.051689691,20180807,A4,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,112
0.205898569,0.205898569,0.222026606,0.2653533,0.329193724,0.225238262,0.2551141,0.296262848,0.222690306,0.240425124,20180807,A5,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,113
0.294848565,0.020912081,0.219880753,0.266448133,0.025967486,0.223084148,0.301886956,0.084124861,0.243702389,0.266074873,20180807,A6,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,114
0.199219967,0.199219967,0.123043098,0.163436053,0.196674932,0.130789138,0.165192861,0.1606959,0.134912,0.161010105,20180807,B1,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,115
0.125178829,0.125178829,-0.007490948,0.128191424,0.12796365,0.03003649,0.129929488,0.092646319,0.029010708,0.047560634,20180807,B2,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,116
0.431377858,0.431377858,0.173153559,0.276122768,0.434206635,0.173153559,0.274655688,0.364853188,0.324524169,0.276153784,20180807,B3,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,117
0.280321265,0.280321265,0.14735112,0.177840837,0.264777099,0.149993295,0.196418573,0.220027056,0.158014697,0.225761533,20180807,B4,2,H3_B,0,Low_Low,Low,Low,EXP2,118
0.289169076,0.289169076,0.141521735,0.408490125,0.265782751,0.143945637,0.202722271,0.313136593,0.147859484,0.229279963,20180807,B5,2,H3_B,0,Low_Low,Low,Low,EXP2,119
0.200155924,0.200155924,0.119262103,0.148543935,0.155017035,0.124231764,0.157760095,0.134248003,0.124231764,0.181520594,20180807,B6,2,H3_B,0,Low_Low,Low,Low,EXP2,120
0.145508463,0.147805428,0.280194437,0.244085325,0.148344814,0.280011628,0.25036073,0.20594753,0.284089064,0.248290739,20180809,A1,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,121
0.223010725,0.225563053,0.226127718,0.208614235,0.226162405,0.225924586,0.220239783,0.226798731,0.225549557,0.220116267,20180809,A2,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,122
0.277239507,0.514659103,0.277440554,0.269534728,0.250157023,0.254820081,0.274861919,0.175812914,0.25446601,0.271282116,20180809,A3,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,123
0.168772435,0.128262243,0.081330274,0.108303833,0.176643317,0.080124658,0.108303833,0.131802938,0.098645293,0.10297088,20180809,A4,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,124
0.216067466,0.216067466,0.160412401,0.176819216,0.215477319,0.159179593,0.199808245,0.169625554,0.178620876,0.194355005,20180809,A5,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,125
0.181046302,0.181046302,0.183016263,0.229315956,0.208405113,0.205468711,0.219496376,0.1605527,0.202626028,0.214132789,20180809,A6,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,126
0.31285244,0.31285244,0.205957073,0.251113855,0.317479636,0.243771169,0.237334122,0.290355665,0.239627701,0.25668128,20180809,B1,1,H0_B,2,Low_Low,Low,Low,EXP2,127
0.18908257,0.18908257,0.12125745,0.211907035,0.193906047,0.121666908,0.161820153,0.178337849,0.121666908,0.156300894,20180809,B2,1,H0_B,2,Low_Low,Low,Low,EXP2,128
0.114347368,0.114347368,0.107956883,0.17006727,0.119056034,0.108356596,0.10826122,0.104269271,0.053377473,0.102238083,20180809,B3,1,H0_B,2,Low_Low,Low,Low,EXP2,129
0.336718889,0.405808209,0.36635711,0.389298105,0.408816556,0.366704003,0.382326074,0.330027871,0.369746499,0.382937573,20180809,B4,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,130
0.371848706,0.371848706,0.352269565,0.355199322,0.374789037,0.352608616,0.354568843,0.364930501,0.352608616,0.355166517,20180809,B5,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,131
0.338548187,0.338548187,0.576763113,0.298815185,0.286308166,0.580095978,0.298217883,0.496352244,0.576034651,0.444696428,20180809,B6,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,132
0.243287375,0.255986893,0.161165822,0.191368612,0.264411611,0.252571209,0.21506182,0.256330875,0.253917264,0.215513247,20180809,A1,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,133
0.198600417,0.184547012,0.111545103,0.193718138,0.218041928,0.123368841,0.19199933,0.212986241,0.132347326,0.224309815,20180809,A2,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,134
0.304703958,0.316609178,0.278268638,0.323326149,0.324506968,0.289385639,0.32264477,0.316744699,0.301202144,0.324442808,20180809,A3,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,135
0.064071582,-0.005932633,-0.049485005,0.008533259,0.060471209,-0.049485005,0.00689723,0.070493582,-0.043104778,0.040275527,20180809,A4,2,H3_T,2,Low_Ambient,Low,Ambient,EXP2,136
0.285536182,0.280321609,0.247283855,0.243973303,0.282481374,0.247283855,0.229733228,0.247706839,0.252697286,0.203871811,20180809,A5,2,H3_T,2,Low_Ambient,Low,Ambient,EXP2,137
0.203950065,0.199100493,0.121404811,0.28231342,0.19770498,0.120932019,0.250542602,0.184112026,0.125966529,0.214225588,20180809,A6,2,H3_T,2,Low_Ambient,Low,Ambient,EXP2,138
0.255313548,0.28941978,0.093691527,0.123993879,0.254006433,0.09464739,0.246817143,0.239062445,0.166530057,0.246279554,20180809,B1,2,H2_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,139
0.264827924,0.264827924,0.242121869,0.197579266,0.263536256,0.243066436,0.271737211,0.254366059,0.243567388,0.254092881,20180809,B2,2,H2_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,140
0.204330609,0.204330609,0.170762463,0.200235151,0.326958616,0.171965002,0.194868705,0.219468106,0.171824006,0.200369231,20180809,B3,2,H2_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,141
0.197272592,0.197272592,0.205114262,0.216541469,0.176131897,0.018967066,0.196939078,0.189870188,0.075194253,0.14859439,20180809,B4,2,H3_B,2,Low_Low,Low,Low,EXP2,142
0.215807159,0.215807159,0.019540989,0.063343034,0.206001733,0.0356956,0.133493657,0.254911052,0.089329573,0.420277929,20180809,B5,2,H3_B,2,Low_Low,Low,Low,EXP2,143
0.105912455,0.105912455,0.158687281,0.089797239,0.084312528,0.138086153,0.062513292,0.311731366,0.138403307,0.048448235,20180809,B6,2,H3_B,2,Low_Low,Low,Low,EXP2,144
0.258120903,0.258120903,0.234488611,0.299632879,0.267607264,0.249626795,0.275892292,0.317223824,0.345483054,0.341862426,20180811,A1,1,H0_T,4,Low_Ambient,Low,Ambient,EXP2,145
0.406003806,0.214290943,0.429479932,0.440332793,0.474341341,0.434848243,0.439443787,0.53650631,0.435261697,0.43970051,20180811,A2,1,H0_T,4,Low_Ambient,Low,Ambient,EXP2,146
0.335353727,0.335353727,0.470161786,0.330709371,0.410196481,0.481322124,0.330614779,0.404076932,0.327481081,0.330869997,20180811,A3,1,H0_T,4,Low_Ambient,Low,Ambient,EXP2,147
0.237744431,0.237744431,0.299434879,0.202402217,0.229619679,0.299458642,0.208718662,0.297787298,0.205239802,0.22143508,20180811,A4,1,H1_T,4,Ambient_Low,Ambient,Low,EXP2,148
0.345992007,0.345992007,0.27885639,0.279034079,0.319074291,0.27888097,0.285568011,0.288539728,0.280504838,0.299052808,20180811,A5,1,H1_T,4,Ambient_Low,Ambient,Low,EXP2,149
0.217905526,0.217905526,0.245749732,0.134645698,0.332027624,0.290914926,0.156402806,0.233308209,0.289818153,0.169695845,20180811,A6,1,H1_T,4,Ambient_Low,Ambient,Low,EXP2,150
0.185529491,0.185529491,0.249806062,0.243602814,0.182901225,0.242743154,0.119505905,0.317243446,0.254231158,0.166287081,20180811,B1,1,H0_B,4,Low_Low,Low,Low,EXP2,151
0.206776346,0.124294999,-0.017933013,-0.016949385,0.123611884,0.267082905,0.101898937,0.174663012,0.259058738,0.180643773,20180811,B2,1,H0_B,4,Low_Low,Low,Low,EXP2,152
0.44589148,0.44589148,0.293751189,0.227556203,0.220019024,0.389636338,0.227556203,0.273783999,0.357099642,0.294415119,20180811,B3,1,H0_B,4,Low_Low,Low,Low,EXP2,153
0.30159892,0.301671152,0.34597448,0.292429631,0.308467675,0.348443397,0.296629519,0.568351773,0.362299566,0.292319337,20180811,B4,1,H1_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,154
0.454808401,0.315219964,0.386048615,0.416610553,0.369699432,0.388621384,0.418892053,0.373672893,0.403060394,0.414400569,20180811,B5,1,H1_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,155
0.459115666,0.453052011,0.407766225,0.425263337,0.377832472,0.406340556,0.429229739,0.670673358,0.426671216,0.436125217,20180811,B6,1,H1_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,156
0.320430975,0.320430975,0.330539394,0.264571552,0.319999752,0.325795765,0.262835494,0.330924531,0.326025571,0.30321729,20180811,A1,2,H2_T,4,Ambient_Low,Ambient,Low,EXP2,157
0.43033622,0.43033622,0.396976046,0.411896797,0.428313653,0.392238366,0.410162917,0.426134135,0.392467884,0.396383097,20180811,A2,2,H2_T,4,Ambient_Low,Ambient,Low,EXP2,158
0.342976824,0.342976824,0.50075946,0.326649518,0.342559183,0.475671258,0.323484766,0.347577153,0.29297462,0.317225415,20180811,A3,2,H2_T,4,Ambient_Low,Ambient,Low,EXP2,159
0.426236459,0.426236459,0.389189495,0.40805382,0.411409407,0.391771191,0.41340552,0.38845036,0.390533443,0.405115743,20180811,A4,2,H3_T,4,Low_Ambient,Low,Ambient,EXP2,160
0.360039766,0.372522351,0.325882106,0.336640998,0.348883366,0.320400121,0.341978975,0.351551489,0.319165546,0.323716103,20180811,A5,2,H3_T,4,Low_Ambient,Low,Ambient,EXP2,161
0.301673227,0.301673227,0.256058309,0.281331967,0.290365721,0.250502073,0.286742243,0.275649504,0.249250778,0.279769254,20180811,A6,2,H3_T,4,Low_Ambient,Low,Ambient,EXP2,162
0.143677986,0.143677986,0.109156033,0.128963414,0.134929212,0.107709768,0.128963414,0.134113533,0.105745283,0.130978279,20180811,B1,2,H2_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,163
0.201698752,0.201698752,0.165003907,0.185604179,0.195779793,0.168011142,0.185693447,0.215010836,0.166214985,0.185006562,20180811,B2,2,H2_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,164
0.185814738,0.185814738,0.149481682,0.168880019,0.176410111,0.152783723,0.164370234,0.181977547,0.155173831,0.165945519,20180811,B3,2,H2_B,4,Ambient_Ambient,Ambient,Ambient,EXP2,165
0.141181863,0.141181863,0.178952328,0.164694238,0.180908823,0.183149276,0.182256461,0.253194397,0.176903242,0.17930476,20180811,B4,2,H3_B,4,Low_Low,Low,Low,EXP2,166
0.063592091,0.063592091,0.035218811,0.053483902,0.09175877,0.032906457,0.053483902,0.086434176,0.029108026,0.051421763,20180811,B5,2,H3_B,4,Low_Low,Low,Low,EXP2,167
0.306754824,0.306754824,0.300121072,0.324670138,0.32384079,0.300170477,0.324670138,0.342931375,0.296991012,0.320946459,20180811,B6,2,H3_B,4,Low_Low,Low,Low,EXP2,168
0.247488016,0.247488016,0.24395455,0.213313907,0.246474304,0.241234826,0.223219558,0.249806715,0.215632023,0.223219558,20180813,A1,1,H0_T,6,Low_Ambient,Low,Ambient,EXP2,169
0.151607021,0.151607021,0.185453417,0.18781728,0.170174319,0.182888916,0.193380024,0.186623549,0.179111356,0.158851925,20180813,A2,1,H0_T,6,Low_Ambient,Low,Ambient,EXP2,170
0.414531539,0.414531539,0.37238903,0.37344942,0.396400592,0.370048389,0.389609553,0.381906354,0.370048389,0.389609553,20180813,A3,1,H0_T,6,Low_Ambient,Low,Ambient,EXP2,171
0.280997431,0.280997431,0.238116327,0.283762412,0.300296435,0.272374661,0.283072967,0.298050305,0.273225279,0.282334288,20180813,A4,1,H1_T,6,Ambient_Low,Ambient,Low,EXP2,172
0.405792948,0.405792948,0.424225162,0.435888067,0.425357981,0.430519067,0.397454283,0.413545137,0.428658896,0.395897639,20180813,A5,1,H1_T,6,Ambient_Low,Ambient,Low,EXP2,173
0.203202984,0.203202984,0.200737186,0.199414056,0.201220763,0.200094094,0.202266261,0.194637404,0.200939174,0.200702389,20180813,A6,1,H1_T,6,Ambient_Low,Ambient,Low,EXP2,174
0.265517533,0.265517533,0.212221114,0.235673513,0.256852739,0.212221114,0.245637677,0.241348575,0.205913681,0.236444397,20180813,B1,1,H0_B,6,Low_Low,Low,Low,EXP2,175
0.215885082,0.215885082,0.154361488,0.193658951,0.185217482,0.138225229,0.204286036,0.175407274,0.145295006,0.194481123,20180813,B2,1,H0_B,6,Low_Low,Low,Low,EXP2,176
0.338007307,0.338007307,0.292849537,0.295459309,0.329203353,0.266437847,0.336574131,0.299526361,0.247928578,0.327730229,20180813,B3,1,H0_B,6,Low_Low,Low,Low,EXP2,177
0.454313206,0.454313206,0.411633499,0.472672693,0.443363362,0.410816919,0.455429288,0.436533812,0.420092091,0.430361127,20180813,B4,1,H1_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,178
0.535488612,0.535488612,0.517144749,0.52440429,0.524931145,0.518705042,0.51736188,0.534497708,0.520588996,0.493192012,20180813,B5,1,H1_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,179
0.315844877,0.275822689,0.15448837,0.324545717,0.265393103,0.159491321,0.317588611,0.267784435,0.283113251,0.289469144,20180813,B6,1,H1_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,180
0.294672123,0.294672123,0.356119276,0.320494159,0.289823927,0.355711104,0.327615806,0.456341905,0.335847147,0.325504523,20180813,A1,2,H2_T,6,Ambient_Low,Ambient,Low,EXP2,181
0.329997985,0.685056591,0.357646822,0.364893907,0.33454504,0.357202676,0.358637182,0.345776389,0.359550907,0.356339828,20180813,A2,2,H2_T,6,Ambient_Low,Ambient,Low,EXP2,182
0.317412749,0.317412749,0.361800595,0.339760754,0.32234858,0.361383596,0.347036396,0.33809821,0.353530029,0.347418262,20180813,A3,2,H2_T,6,Ambient_Low,Ambient,Low,EXP2,183
0.25431383,0.264688015,0.278827709,0.255649054,0.261350814,0.279675193,0.276937946,0.49756209,0.279675193,0.27481879,20180813,A4,2,H3_T,6,Low_Ambient,Low,Ambient,EXP2,184
0.185273575,0.196310139,0.167273983,0.18593002,0.19346632,0.157711217,0.187556506,0.215434852,0.207605174,0.187556506,20180813,A5,2,H3_T,6,Low_Ambient,Low,Ambient,EXP2,185
0.705897149,0.019289963,0.079330044,0.112047667,0.712455288,0.377466957,0.013912656,0.120791286,0.312526506,0.165571862,20180813,A6,2,H3_T,6,Low_Ambient,Low,Ambient,EXP2,186
0.121844273,0.138975753,0.076843361,0.095971919,0.135269513,0.082906996,0.101629878,0.127205305,0.08405463,0.109242785,20180813,B1,2,H2_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,187
0.269678046,0.286674639,0.142137277,0.268762734,0.193121118,0.148153169,0.272841921,0.184264175,0.150558649,0.212086042,20180813,B2,2,H2_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,188
0.186178143,0.203485176,0.137783463,0.16685113,0.199740957,0.15773307,0.171004823,0.190722244,0.160126122,0.184380025,20180813,B3,2,H2_B,6,Ambient_Ambient,Ambient,Ambient,EXP2,189
0.220123137,0.219970703,0.150466051,0.108600491,0.221309422,0.211128622,0.102386623,0.151855426,0.211640659,0.106531234,20180813,B4,2,H3_B,6,Low_Low,Low,Low,EXP2,190
0.27932664,0.279173215,0.280942291,0.291468245,0.280520633,0.262222073,0.283833253,0.274961442,0.262737437,0.284625671,20180813,B5,2,H3_B,6,Low_Low,Low,Low,EXP2,191
0.220069695,0.219918608,0.184299096,0.212052563,0.218419921,0.165864102,0.213795866,0.261514001,0.221918085,0.21790385,20180813,B6,2,H3_B,6,Low_Low,Low,Low,EXP2,192
